user_id,title,description,instock,quantity,price
30,Chipotle Seasoning Blend,A smoky blend of spices for grilling and roasting.,true,70,47448.49
62,Leather Biker Jacket,Stylish black leather jacket featuring a zip-up front and multiple pockets.,true,533,7442.25
92,Zesty Garlic Hummus,Creamy chickpea dip infused with zesty garlic flavor.,false,479,9362.43
96,Warm Wool Sweater,Cozy wool sweater to keep you warm on chilly days.,true,373,22174.39
68,Self-Cleaning Cat Litter Box,Automated litter box that cleans itself after each use.,true,384,20194.12
70,Miso Dressing,Flavorful dressing made with miso paste,true,121,35843.63
62,Lemonade Mix,Sweetened powder for refreshing lemonade.,true,512,9627.9
40,Chocolate Raspberry Tart,"Rich tart filled with chocolate and raspberry, a gourmet dessert.",true,407,29589.63
83,Portable Massage Table,Folding massage table for professional or home use.,true,521,49065.64
35,Canvas Wall Art,Stylish wall art to enhance home decor.,true,485,54169.61
36,Yoga Blocks,Set of two yoga blocks for increased stability and support.,false,400,55016.59
41,Fruit and Nut Bars,Individually packaged bars made with dried fruits and nuts.,false,134,27263.93
32,Whole Roasted Chicken,"Seasoned and roasted to perfection, ready to eat.",false,410,7238.74
62,Granulated Sugar,Fine granulated sugar for all your baking needs.,true,19,22630.68
67,Sesame Seeds,Crunchy seeds perfect for toppings and baking.,true,599,39655.09
87,Magnetic Curtain Tiebacks,Easy-to-use tiebacks for curtains or drapes.,true,159,26992.0
89,Organic Baby Spinach,"Fresh baby spinach leaves, great for salads and smoothies.",true,300,5504.55
94,Garlic Parmesan Wings,Frozen chicken wings with garlic parmesan sauce.,true,378,56229.6
59,Non-Toxic Crayons for Kids,Safe and vibrant crayons for children's art projects.,true,565,43214.29
80,Eco-Friendly Yoga Mat,Made from biodegradable materials for eco-conscious yogis.,true,341,58168.05
68,Sesame Seeds,Crunchy seeds perfect for toppings and baking.,true,9,8195.26
70,Bicycle Lock,Heavy-duty bicycle lock for security.,true,114,18462.86
74,Chicken Sausage,"Flavorful chicken sausage, low in fat and fully cooked.",false,555,55986.81
74,Halloween Decoration Set,Fun decorations for Halloween to set a spooky atmosphere.,false,347,53317.76
43,Art Supplies Organizer,Storage organizer for art supplies and tools.,false,509,909.64
60,High-Pressure Handheld Shower Head,Shower head designed for a strong spray and complete coverage.,true,15,11531.47
88,Creamy Tomato Basil Soup,"Rich and creamy tomato basil soup, perfect with a grilled cheese.",false,348,27114.59
35,Rechargeable Electric Screwdriver,Convenient electric screwdriver for DIY projects at home.,false,71,44658.94
58,Pressure Washer Accessories Kit,Essential attachments for pressure washing.,true,103,12972.77
86,Smoked Paprika,Add a smoky flavor to your dishes.,false,271,38603.69
50,Electric Toothbrush Holder,Sanitary holder that ensures your toothbrush stays clean.,false,579,35202.08
97,Pumpkin Ice Cream,"Seasonal pumpkin ice cream, perfect for fall.",false,197,14087.99
88,Winter Knit Beanie,Cozy beanie hat to keep your head warm in the cold.,true,313,8512.56
35,Maple Pecan Granola,"Crunchy granola with maple syrup and pecans, great for breakfast or snacking.",true,343,30574.13
99,Insulated Wine Tote,Stylish tote to keep wine bottles chilled while traveling.,false,381,13855.82
98,Himalayan Pink Salt,"Natural mineral salt with a subtle flavor, ideal for cooking and seasoning.",false,360,45723.1
46,Andouille Sausage,Spicy and smoky sausage great for grilling.,true,206,3405.58
28,Diced Tomatoes (canned),"Canned diced tomatoes, great base for sauces and soups.",true,488,12876.86
73,Baby Monitor,Video baby monitor with night vision.,true,40,13164.14
32,Sushi Roll Kit,All ingredients needed to make your own sushi,false,586,47400.34
96,Beef Stroganoff Mix,Everything you need to create a hearty beef stroganoff.,false,508,49062.29
36,Kettle BBQ Grill,Charcoal kettle grill perfect for backyard barbecues.,true,522,4525.04
44,Plant-Based Protein Bars,Nutritious protein bars for on-the-go snacking.,false,153,38557.39
60,Sliced Cheese,"Assorted sliced cheese, perfect for sandwiches.",true,499,8929.11
58,Comfort Flats,Everyday flats that combine comfort and style.,false,330,8461.6
71,Folding Pocket Knife,Compact knife with safety lock for everyday use.,true,228,46987.79
99,Beef Tacos,"Pre-seasoned beef mix for delicious tacos, just heat and serve.",true,35,52147.27
72,Handcrafted Wooden Jewelry Box,Beautifully crafted jewelry box with compartments for storage.,true,200,28446.02
37,Organic Green Apples,"Fresh and tart organic green apples, great for snacking or baking.",false,445,10092.93
50,Body Pillow Case,Soft and breathable pillowcase for body pillows.,true,569,18091.43
80,Sports Windbreaker,Lightweight windbreaker for outdoor activities.,false,196,16316.47
29,Mini Indoor Hydroponic Garden,Grow herbs indoors with this easy-to-use hydroponic garden system.,true,260,37756.56
32,Canvas Wall Art,Stylish wall art to enhance home decor.,true,413,52435.52
51,Chiffon Blouse,Elegant chiffon blouse perfect for work or outings.,false,67,40853.9
41,Spicy Chicken Wings,"Wide range of flavored wings, perfect for parties or casual snacking.",false,296,8765.22
45,Granola,Crunchy and flavorful mix of oats and honey.,true,58,45089.58
78,Collapsible Water Bottle,Space-saving collapsible bottle for outdoor activities.,false,36,12422.02
57,Multi-Function Meat Tenderizer,Kitchen tool for tenderizing meat to enhance flavors.,false,216,14349.36
74,Vegan Taco Seasoning,Spice blend for creating flavorful vegan taco filling.,true,325,10159.3
95,Savory Oatmeal Cups,"Savory oatmeal ready to eat, great for breakfast or a snack.",false,6,40722.83
93,Jasmine Rice,"Fragrant jasmine rice, perfect as a side dish.",true,597,57659.08
100,Barbecue Chicken Pizza,"Pizza topped with barbecue chicken, cheese, and red onions.",true,69,41906.94
97,Teriyaki Salmon Fillets,"Frozen salmon fillets marinated in teriyaki sauce, ready to grill or bake.",false,247,19370.77
80,Maxi Wrap Dress,A flowy maxi dress perfect for both casual and semi-formal occasions.,true,170,15737.93
49,Portable Air Pump,Compact pump ideal for inflating sports equipment or rafts.,false,25,31650.38
26,Digital Thermostat,Programmable digital thermostat for home heating.,false,42,3435.98
100,Almond Flour Biscuits,Gluten-free biscuits made with almond flour.,true,113,42485.47
99,Spice Rack,Rotating spice rack with 20 spice jars.,true,411,45555.53
34,Winter Insulated Jacket,Warm and stylish jacket for cold weather.,false,44,35885.49
75,Non-Toxic Crayons for Kids,Safe and vibrant crayons for children's art projects.,false,496,7964.86
95,Garden Kneeler and Seat,Convertible kneeler and seat for gardening comfort.,false,60,7135.23
70,Men's Waterproof Hiking Boots,Durable boots designed for outdoor hiking and activities.,true,186,19334.85
22,Garlic Butter Sauce,A rich sauce perfect for pasta or drizzling over vegetables.,true,533,44019.96
49,Portable UV Sterilizer,Compact sterilizer for disinfecting small items.,false,408,2097.67
81,Outdoor Picnic Blanket,Water-resistant blanket for picnics and outdoor events.,true,547,53351.12
40,Sweet Potato Chips,"Deliciously crunchy sweet potato chips, seasoned to perfection.",true,405,24792.15
93,Casual Sneakers,Versatile canvas sneakers suitable for everyday wear with a comfortable fit.,true,236,1532.01
94,Classic Cheesecake Mix,"A simple, no-bake cheesecake mix to create your own delicious cheesecake.",true,51,54604.88
56,Herb Garlic Butter,"A flavorful garlic butter blend, perfect for cooking or baking.",true,7,57781.52
45,Shredded Cheese,"Blend of cheddar and mozzarella cheese, great for recipes.",false,323,25933.47
62,Sweet and Sour Sauce,Perfect dipping sauce or stir-fry addition for a sweet and tangy flavor.,true,295,3036.87
99,Noise-Canceling Earbuds,Wireless earbuds designed for immersive sound experience.,true,236,37852.13
52,Portable Hammock with Stand,Lightweight hammock with a sturdy stand for relaxation anywhere.,false,487,5875.36
89,Taro Chips,"Crispy chips made from taro root, a wonderful snack.",false,542,9206.97
34,Almond Butter Crunch Bar,Nutritious snack bar made with almond butter and protein.,true,300,1930.1
60,Wireless Charger Stand,Convenient charging stand for smartphones and devices.,false,82,19313.74
25,Kale and Quinoa Salad,"A nutritious salad with kale, quinoa, and a zesty lemon dressing.",true,420,1765.01
39,Honeycrisp Apples,"Crisp and sweet Honeycrisp apples, freshly picked.",false,115,43758.71
64,Smoked Paprika,Add a smoky flavor to your dishes.,false,117,15334.49
45,Bike Repair Tool Kit,Essential tools for bike maintenance and repair.,false,440,3783.75
34,Teriyaki Beef Strips,Marinated beef strips in teriyaki sauce for easy grilling.,false,527,47048.46
46,Smart Light Bulbs,Color-changing smart LED bulbs compatible with Alexa.,true,126,58963.98
62,Personalized Keychain,Custom keychain with engraved text.,false,310,20388.32
72,Pumpkin Ice Cream,"Seasonal pumpkin ice cream, perfect for fall.",true,514,497.12
27,High-Pressure Handheld Shower Head,Shower head designed for a strong spray and complete coverage.,false,248,22403.73
64,Motion Sensor Light,Battery-operated motion sensor light for safety.,false,566,56432.27
97,Stylish Wide-Leg Trousers,Fashionable wide-leg trousers for a chic silhouette.,true,87,50362.77
66,Sparkling Blood Orange Soda,A refreshing sparkling beverage with a bold blood orange flavor.,true,448,7308.68
54,Portable Bluetooth Keyboard,Compact keyboard for tablets and smartphones.,true,34,27449.3
37,Portable Water Filter,Lightweight water filter for outdoor adventures.,false,28,25104.47
98,Buffalo Style Cauliflower Bites,"Frozen cauliflower bites coated in spicy buffalo sauce, ready to bake and enjoy as an appetizer.",true,422,14113.38
82,Almond Milk,"Deliciously creamy almond milk, perfect for smoothies.",true,127,18088.88
80,Plant Pot Drip Trays,Prevent water damage with drip trays for potted plants.,false,505,42522.39
92,Baked Potato Chips,"Light and crispy baked chips, a healthier snack option.",false,274,19211.39
36,Set of Silicone Cooking Utensils,Non-stick utensils for safe and easy cooking.,false,135,17066.96
84,Whole Grain Mustard,Tangy whole grain mustard for sandwiches and dressings.,false,15,53798.94
71,Honey Lemon Tea,"Refreshing tea with honey and lemon flavor, perfect for a warm drink.",false,487,16782.09
70,Phone Case,Rugged phone case for drop protection.,false,312,24551.16
30,Water-Resistant Bluetooth Speaker,Durable speaker designed for outdoor use with water resistance.,false,272,53299.65
73,Spicy Tuna Salad,"Ready-to-eat tuna salad with a spicy kick, perfect for sandwiches.",true,189,9491.88
94,Faux Fur Throw Blanket,Cozy faux fur blanket to add warmth and style to your home.,true,146,17299.4
71,Smartphone Tripod with Bluetooth Remote,Tripod with wireless remote for effortless photo-taking.,false,47,52660.98
95,Adjustable Pet Feeder,Convenient feeder that adjusts to your pet's height.,false,222,19854.17
76,LED Christmas Lights,Eco-friendly LED lights for festive decorations.,false,177,21892.27
26,Sun-Dried Tomato Pesto,A rich pesto made with sun-dried tomatoes and pine nuts.,true,1,29240.2
94,Portable Speakers,Bluetooth speakers with excellent sound quality.,false,100,9315.54
95,Adjustable Yoga Mat Strap,Convenient strap for carrying yoga mats to class.,false,502,30176.15
40,Fresh Cilantro,"Bright and fragrant cilantro, great for garnishes.",false,279,14188.22
57,Adjustable Laptop Stand,Ergonomic stand for laptops to improve posture while working.,true,115,56295.84
59,Electric Pressure Cooker,"Multi-function pressure cooker that can sauté, steam, and slow cook.",false,164,41864.12
46,Safety First Aid Kit,Comprehensive first aid kit for home or travel emergencies.,true,55,51689.97
70,Frozen Chicken Nuggets,Crispy chicken nuggets for quick meals.,true,357,4226.78
58,Balsamic Salad Dressing,"Tangy and sweet balsamic dressing, perfect for salads.",true,486,7421.74
53,Portable UV Sterilizer,Compact sterilizer for disinfecting small items.,true,349,19666.82
92,Graphic Hoodie,Bold graphic hoodie featuring a comfortable fit and soft fabric.,false,353,22510.21
92,LED Strip Lights Kit,DIY LED strip lights with remote control.,false,227,52108.01
34,Mesh Sports Leggings,Breathable mesh sports leggings for ultimate comfort.,false,205,28536.52
80,Wireless Earbuds Case,Protective case for wireless earbuds.,false,110,12536.2
68,Organic Coconut Flour,Finely ground flour from dried coconut meat.,false,243,17489.94
61,Raisin Cinnamon Granola,Crunchy granola with raisins and cinnamon for a delightful breakfast.,true,24,11588.47
40,Cinnamon Roll Kit,Everything you need to make melt-in-your-mouth cinnamon rolls at home.,false,318,40401.89
30,Plant-Based Cookbook,Delicious recipes focusing on plant-based ingredients.,true,415,38554.57
54,Biodegradable Phone Case,Eco-friendly phone case designed to decompose safely.,false,70,19286.63
55,Sriracha Chili Sauce,Spicy chili sauce with garlic and sugar for a flavor kick.,true,380,36097.61
39,Floral Summer Dress,Light and breezy dress perfect for summer outings with a vibrant floral pattern.,true,489,16383.22
79,Fitness Mat,Thick and durable mat for workouts and yoga.,true,100,29159.74
66,Frozen Berry Medley,"A mix of strawberries, blueberries, and raspberries, great for smoothies or desserts.",false,598,55688.03
76,Classic Baseball Cap,A timeless baseball cap that adds a sporty touch to any outfit.,false,165,21364.92
29,Collapsible Water Bottle,Space-saving collapsible bottle for outdoor activities.,true,132,2983.26
100,Plant-Based Meal Prep Containers,Eco-friendly meal prep containers for healthy eating.,false,255,24680.76
86,Peanut Butter Protein Balls,No-bake energy bites made with peanut butter and oats.,true,599,3814.1
97,Organic Quinoa Salad,A refreshing salad made with quinoa and seasonal veggies.,true,29,32047.8
76,Electric Skillet,Versatile electric skillet for stir-frying and searing.,true,357,54961.86
68,Spicy Thai Coconut Soup,"A ready-to-eat soup with coconut milk, spices, and vegetables.",true,302,39580.57
75,Camping Chair with Cooler,Foldable chair equipped with a cooler pouch.,false,305,57620.23
79,Plaid Flannel Shirt,"Soft flannel shirt with a timeless plaid pattern, perfect for layering.",false,486,44100.99
90,Surimi Crab Sticks,"Synthetic crab meat sticks, great for salads and sushi.",true,342,19492.53
87,Watering Can with Nozzle,Stylish watering can for plants with easy pouring nozzle.,false,599,49450.57
22,Silicone Baking Molds,Set of flexible molds for baking cakes and pastries.,true,172,26522.98
81,Organic Black Rice,"Nutty and chewy black rice, high in antioxidants.",false,207,31587.95
33,Spicy Chicken Wings,"Wide range of flavored wings, perfect for parties or casual snacking.",true,478,42775.33
74,Frozen Fruit Medley,"A mix of strawberries, blueberries, and raspberries, perfect for smoothies.",false,416,56021.42
91,Leather Biker Jacket,Stylish black leather jacket featuring a zip-up front and multiple pockets.,true,541,8507.07
89,Backpack,Durable and spacious backpack for travel and school.,true,142,44045.45
61,Plant-Based Cookbook,Delicious recipes focusing on plant-based ingredients.,false,415,26125.04
39,Set of Herb Garden Markers,Stylish markers for labeling your indoor garden plants.,true,138,10186.72
88,Home Cleaning Robot,Automated cleaning robot for hassle-free home maintenance.,true,139,36464.71
51,Buffalo Chicken Dip,"Spicy and creamy dip made with shredded chicken, perfect for parties.",false,251,35569.79
38,Dual Function Electric Skillet,"Skillet that can fry, grill, and sauté with ease.",true,368,27769.1
22,Wireless Security Camera,1080p wireless security camera with night vision.,true,397,46383.96
21,Portable Camping Shower,Convenient shower system for camping and outdoor activities.,false,16,31247.56
36,Pumpkin Pancake Mix,Easy-to-make pancake mix with pumpkin spice flavor.,false,305,12361.19
90,Smoked Paprika Chicken Thighs,Marinated chicken thighs with smoked paprika for a smoky flavor.,false,266,21901.64
84,Sweet Potato Fries,"Crispy sweet potato fries, a delicious side dish.",false,35,29540.64
47,Brussels Sprouts,"Fresh Brussels sprouts, great for roasting or steaming.",false,168,22189.62
89,Electric Skillet,Versatile electric skillet for stir-frying and searing.,true,106,43843.14
69,Sweet and Sour Sauce,Perfect dipping sauce or stir-fry addition for a sweet and tangy flavor.,false,311,10354.41
88,Kids' Gardening Tools Set,Fun and colorful gardening tools designed for children.,true,317,46852.69
96,Insulated Lunch Bag,Stylish insulated lunch bag for on-the-go meals.,false,548,1260.77
87,Blackberry Compote,"Sweet blackberry compote, perfect for topping desserts.",true,363,17756.01
27,Creamy Spinach Dip,"Deliciously creamy spinach dip, perfect for parties.",false,102,4013.91
70,Jennifer's Amazing Lip Balm Kit,DIY kit to make your own lip balms in various flavors.,false,474,32303.78
34,Voice-Controlled Speaker,Smart speaker with Alexa and music streaming features.,false,478,52825.85
67,Luxe Velvet Blazer,Elevate your outfit with this sophisticated velvet blazer.,true,559,28656.84
25,Fruit Medley Juice,Refreshing juice blend made with various fresh fruits.,false,272,37931.24
48,Wireless Music Receiver,Stream music from your device to any speaker wirelessly.,true,404,47250.87
83,Reclining Camping Chair,Foldable reclining camping chair with cup holder.,true,136,44130.0
50,Coconut Granola,Crunchy granola mixed with coconut flakes.,false,276,21384.65
34,Chocolate Coconut Granola,"Crunchy granola with chocolate and coconut, great for breakfast or snacks.",true,24,36718.51
85,Ethically-Sourced Coffee Beans,Freshly roasted coffee beans with rich flavor.,true,523,26702.69
84,Golf Putting Green,Indoor putting green for practicing your putting skills.,true,200,44995.02
56,Vegetarian Stir Fry Sauce,Flavorful sauce perfect for stir-frying vegetables and tofu.,false,442,26225.88
99,Kids' Educational Tablet,Learning tablet with kid-friendly educational apps.,false,467,41706.35
48,Peach Slices in Syrup,"Sweet and tender peach slices preserved in syrup, great for desserts.",false,48,27021.97
58,Garden Tool Set with Carrying Bag,Complete set for garden care with a handy carrying bag.,true,375,37123.42
55,Nutty Granola Clusters,Crunchy granola clusters mixed with nuts and honey.,true,176,22490.4
89,Smartphone Holder for Car,Secure phone mount for your vehicle's dashboard.,true,253,19560.99
79,Vanilla Ice Cream,"Creamy and rich vanilla ice cream, a classic dessert.",false,204,5909.82
77,Natural Soy Candles,Eco-friendly soy candles with a variety of scents.,true,304,50961.96
85,Savory Breakfast Sausage,"Frozen sausage patties made with herbs and spices, perfect for breakfast sandwiches.",true,454,4709.62
84,Portable Blender,Battery-operated blender for smoothies on the go.,false,591,21505.68
43,Caribbean Jerk Marinade,A spicy marinade perfect for chicken and fish.,true,546,35120.58
32,Cucumber Lime Sparkling Water,Refreshing sparkling water with cucumber and lime flavor.,true,130,41068.97
35,Adjustable Bar Stools,Stylish bar stools with adjustable height and swivel features.,true,66,59804.88
77,Sweet Cherry Tomatoes,Fresh and juicy cherry tomatoes for salads and snacking.,true,526,34525.5
34,Fitness Tracker Band,Affordable fitness tracker with heart rate monitor.,false,366,14523.44
22,LED Flashing Pet Collar,Safety collar with flashing lights for pets during night walks.,true,256,53068.32
28,Adjustable Skipping Rope,Durable skipping rope with adjustable length for workouts.,true,12,30911.23
80,Window Bird Feeder,Suction cup bird feeder for close-up bird watching.,false,32,5112.07
41,Pet Grooming Gloves,Gentle grooming gloves for shedding pets.,false,253,33120.34
62,Faux Fur Coat,A luxurious faux fur coat that adds glamour to any outfit.,true,272,12278.79
51,Puzzle 3D Model Kit,3D model puzzle kit for creative builders.,true,177,29728.58
45,Desk Organizer Set,Stylish desk set to keep your workspace tidy and organized.,true,432,33053.5
66,Stainless Steel Mixing Bowls,Set of versatile mixing bowls for cooking.,true,464,42299.51
80,Sweet and Sour Sauce,Perfect dipping sauce or stir-fry addition for a sweet and tangy flavor.,false,245,766.38
65,High-Speed Blender,Powerful blender for smoothies and soups.,true,263,31109.69
50,Granola,Crunchy and flavorful mix of oats and honey.,false,482,32152.25
30,Chic Ankle Strap Heels,Stylish ankle strap heels for a classy look at any event.,true,224,3759.55
33,Cable Knit Cardigan,Cozy cable knit cardigan to layer during chilly evenings.,true,212,58068.77
53,Organic Green Apples,"Fresh and tart organic green apples, great for snacking or baking.",true,262,48798.72
63,Glass Food Containers,BPA-free glass containers for safe food storage.,true,325,48821.53
73,Sriracha Sauce,Spicy chili sauce for an extra kick in your meals.,true,68,13592.95
35,Hummus Variety Pack,"A selection of different flavored hummus, great for snacking.",true,560,53987.46
26,Cork Yoga Mat,Eco-friendly yoga mat made from sustainable materials.,true,131,48764.0
61,Wireless Car Charger,Convenient charging pad for wireless charging in vehicles.,true,262,38063.98
85,Sweet Potato Noodles,"Pasta alternative made from sweet potatoes, gluten-free and rich in flavor.",false,591,24629.34
100,Herbed Chicken Breast,"Marinated chicken breast seasoned with herbs, ready for grilling.",true,584,23400.82
85,Savory Oats,"Instant oats with a savory twist, such as herbs and spices.",false,291,25236.98
63,Portable Dog Water Bottle,Convenient water bottle for pets on the go.,true,504,13598.56
62,Mini Air Purifier,Battery-operated air purifier for small spaces.,false,372,31507.03
65,Vegan Chocolate Cake Mix,Plant-based mix for a rich chocolate cake.,true,286,6868.98
87,Ice Pack,Reusable gel ice pack for injuries and cooling.,false,278,57339.32
60,Electric Hot Pot,Compact electric pot for hot pot dining at home.,false,303,25073.01
99,Thai Basil Fried Rice,Fragrant fried rice with authentic Thai basil and veggies.,false,491,35487.56
88,Garden Tool Belt,Handy belt for carrying garden tools while working.,false,50,30404.2
54,Chocolate Dipped Fruit,"Fruits dipped in rich chocolate, perfect for desserts.",true,3,50261.86
58,Coconut Cashew Yogurt,"Creamy yogurt made with coconut and cashews, dairy-free.",true,4,38454.12
69,Electric Ice Cream Maker,Make delicious ice cream at home with this user-friendly machine.,false,581,48406.29
76,Glass Tea Pot,Elegant glass teapot for brewing loose tea.,true,445,38728.44
88,Fleece Throw Blanket,"Super soft fleece blanket, perfect for coziness.",true,545,15617.4
85,Digital Stopwatch Timer,Accurate stopwatch for timing events and workouts.,true,367,33156.68
21,Multi-Purpose Marine Rope,"Heavy-duty rope suitable for boating, camping, and general use.",true,66,1402.94
64,Mini Projector,Portable projector with 1080p resolution for movies.,false,571,13062.39
75,Spaghetti and Meatball Dinner Kit,"All-in-one meal kit including pasta, meatballs, and sauce for a quick dinner.",false,214,52385.47
85,Garlic Breadsticks,"Ready-to-bake garlic breadsticks, perfect with pasta dishes.",false,398,42010.42
96,Electric Fondue Pot,Set for making fondue at home.,true,516,45431.29
85,Travel Document Organizer,"Organize travel documents, passport, and cards.",true,264,14782.54
47,Smart Water Bottle with Hydration Reminder,Bottle that tracks your water intake and reminds you to drink.,true,246,39367.36
61,Chopping Board,Reversible bamboo chopping board for food prep.,false,499,43423.58
51,Oven-Baked Parmesan Zucchini,"Frozen zucchini slices coated in parmesan cheese, perfect for baking or frying.",false,600,6020.17
56,Chocolate Chip Pancake Mix,Easy-to-make pancake mix with chocolate chips included.,false,377,50775.74
52,Fried Rice,"Pre-cooked vegetable fried rice, just heat and serve.",true,202,57411.53
35,Beard Grooming Kit,Everything you need for maintaining a healthy beard.,true,128,31344.67
46,Chipotle Sauce,Spicy sauce made with chipotle peppers,true,182,18487.26
69,Comfortable Jogger Pants,"Relaxed fit joggers made from soft fleece, ideal for lounging or workouts.",false,585,27231.13
82,Savory Trail Mix,"A blend of nuts, seeds, and spices for a healthy snack.",false,495,18401.72
65,Almond Flour Pizza Crust,"Low-carb pizza crust made from almond flour, gluten-free.",false,145,48334.87
66,Cocktail Shaker Set,"Bartender kit with shaker, jigger, and strainer.",true,299,35430.07
82,Portable Laptop Table,Foldable table for working with laptops anywhere.,false,568,40207.11
58,Sriracha Hot Chili Sauce,Spicy and tangy chili sauce for adding heat to any dish.,false,471,26355.68
37,Chili Powder,Spicy chili powder to add heat to dishes.,true,78,43236.15
79,Cable Knit Beanie,A cozy cable knit beanie to keep your head warm in winter.,true,401,8674.12
60,Fridge Magnet Set,Fun fridge magnets to decorate your kitchen.,false,173,59497.26
89,Chicken Broth,"Rich and flavorful chicken broth, great for soups.",false,13,31885.26
59,Cranberry Orange Oatmeal,Instant oatmeal flavored with cranberries and orange zest for breakfast.,true,93,46942.44
100,Bamboo Bathtub Caddy,"Expandable caddy for holding books, phones, and snacks while in the bath.",true,219,40901.62
70,Cherry Almond Protein Bar,"Nutritious protein bar with cherry and almond flavor, great for on-the-go.",false,226,50771.36
53,Cabbage Slaw Mix,Fresh cabbage and carrot slaw mix for salads.,true,455,33924.89
96,Spaghetti Squash,Low-carb vegetable for pasta alternatives.,false,348,48599.08
97,Cinnamon Sugar Popcorn,Sweet popcorn coated in a mixture of cinnamon and sugar.,true,543,48505.2
51,Organic Green Apples,"Fresh and tart organic green apples, great for snacking or baking.",true,114,57859.92
57,Frozen Fruit Medley,"A mix of strawberries, blueberries, and raspberries, perfect for smoothies.",false,43,19940.21
29,Workstation Laptop Stand,Adjustable stand to improve ergonomics while working on a laptop.,false,586,28751.57
77,Greek Feta Cheese,Creamy and crumbly cheese for salads and dishes.,false,115,45201.88
53,Smartwatch,Stylish smartwatch with fitness tracking features.,false,309,14646.08
54,Tuscan Bean Soup,A hearty mix of beans in a flavorful tomato broth.,false,522,18136.13
94,Outdoor Adventure Backpack,Durable backpack for hiking or travel.,true,449,7698.95
97,Black Bean Salsa,Spicy salsa made with black beans and tomatoes.,true,2,26917.44
74,Whole Grain Hamburger Buns,Soft hamburger buns made with whole grains.,false,85,5641.45
95,Compact Pop-Up Tent,Easy setup tent perfect for camping and outdoor festivals.,true,492,58528.83
25,Buttermilk Pancakes,Fluffy pancakes with buttermilk flavor.,false,348,15952.03
62,Two-Tone Windbreaker,"Stylish two-tone windbreaker, perfect for active days.",true,500,19861.17
50,Organic Coconut Sugar,"A natural sweetener made from coconut sap, a healthier alternative to sugar.",false,361,53472.13
57,Electric Heat Press Machine,Ideal for creating custom designs on t-shirts and fabrics.,true,562,12839.97
81,Beef Stroganoff Mix,Everything you need to create a hearty beef stroganoff.,true,557,24720.3
100,Nut Mix,A blend of mixed nuts for snacking.,true,5,17347.37
62,Cookbook,Inspiring cookbook with healthy recipes.,true,453,1879.54
